,Knesset Number,Member ID,First Name,Last Name,Gender,Party ID,Party Name,Role ID,Role Desc
43,1,2586,משה,קלמר,זכר,,,43,חבר הכנסת
44,1,2588,יצחק,קנב,זכר,,,43,חבר הכנסת
45,1,2590,אליעזר,קפלן,זכר,,,43,חבר הכנסת
46,1,2598,חנן,רובין,זכר,,,43,חבר הכנסת
47,1,2600,פנחס,רוזן,זכר,,,43,חבר הכנסת
48,1,2605,ישראל,רוקח,זכר,,,43,חבר הכנסת
49,1,2114,משה,שרת,זכר,,,43,חבר הכנסת
50,1,2131,משה,אונא,זכר,,,43,חבר הכנסת
51,1,2134,ברוך,אזניה,זכר,,,43,חבר הכנסת
52,1,2136,בבה,אידלסון,נקבה,,,61,חברת הכנסת
53,1,2144,סיף-אלדין,אלזועבי,זכר,,,43,חבר הכנסת
54,1,2149,אליהו,אלישר,זכר,,,43,חבר הכנסת
55,1,2151,אברהם,אלמליח,זכר,,,43,חבר הכנסת
56,1,2159,עמי,אסף,זכר,,,43,חבר הכנסת
57,1,2161,יוסף,אפרתי,זכר,,,43,חבר הכנסת
58,1,2163,מאיר,ארגוב,זכר,,,43,חבר הכנסת
59,1,2170,משה,ארם,זכר,,,43,חבר הכנסת
60,1,2171,זלמן,ארן,זכר,,,43,חבר הכנסת
61,1,2179,מנחם,בגין,זכר,,,43,חבר הכנסת
62,1,2181,יוחנן,בדר,זכר,,,43,חבר הכנסת
63,1,2182,מנחם,בדר,זכר,,,43,חבר הכנסת
64,1,2184,אריה,בהיר,זכר,,,43,חבר הכנסת
65,1,2187,יוסף,בורג,זכר,,,43,חבר הכנסת
66,1,2194,יצחק,בן-אהרן,זכר,,,43,חבר הכנסת
67,1,2195,אריה,בן-אליעזר,זכר,,,43,חבר הכנסת
68,1,2197,חיים,בן-אשר,זכר,,,43,חבר הכנסת
69,1,2198,דוד,בן-גוריון,זכר,,,43,חבר הכנסת
70,1,2204,משה,בן-עמי,זכר,,,43,חבר הכנסת
71,1,2207,יצחק,בן-צבי,זכר,,,43,חבר הכנסת
72,1,2210,מרדכי,בנטוב,זכר,,,43,חבר הכנסת
73,1,2215,ישראל,בר-יהודה,זכר,,,43,חבר הכנסת
74,1,2217,דב,בר-ניר,זכר,,,43,חבר הכנסת
75,1,2218,דוד,בר-רב-האי,זכר,,,43,חבר הכנסת
76,1,2219,הרצל,ברגר,זכר,,,43,חבר הכנסת
77,1,2223,פרץ,ברנשטיין,זכר,,,43,חבר הכנסת
78,1,2225,יוסף,ברץ,זכר,,,43,חבר הכנסת
79,1,2228,רפאל,בש,זכר,,,43,חבר הכנסת
80,1,2231,אמין,ג'רג'ורה,זכר,,,43,חבר הכנסת
81,1,2235,עקיבא,גוברין,זכר,,,43,חבר הכנסת
82,1,2240,אברהם,גולדרט,זכר,,,43,חבר הכנסת
83,1,2248,ישראל,גורי,זכר,,,43,חבר הכנסת
84,1,2249,שרגא,גורן,זכר,,,43,חבר הכנסת
85,1,2252,יעקב,גיל,זכר,,,43,חבר הכנסת
86,1,2255,זכריה,גלוסקא,זכר,,,43,חבר הכנסת
87,1,2257,ישראל,גלילי,זכר,,,43,חבר הכנסת
88,1,2259,אליהו-משה,גנחובסקי,זכר,,,43,חבר הכנסת
89,1,2264,אהרן-יעקב,גרינברג,זכר,,,43,חבר הכנסת
90,1,2265,אורי-צבי,גרינברג,זכר,,,43,חבר הכנסת
91,1,2266,אברהם,גרנות,זכר,,,43,חבר הכנסת
92,1,2270,יחיאל,דובדבני,זכר,,,43,חבר הכנסת
93,1,2279,שמואל,דיין,זכר,,,43,חבר הכנסת
94,1,2280,בן-ציון,דינור,זכר,,,43,חבר הכנסת
95,1,2289,חסיה,דרורי,נקבה,,,61,חברת הכנסת
96,1,2295,דוד,הכהן,זכר,,,43,חבר הכנסת
97,1,2297,אליהו,הכרמלי,זכר,,,43,חבר הכנסת
98,1,2311,נטע,הרפז,זכר,,,43,חבר הכנסת
99,1,2313,אברהם,הרצפלד,זכר,,,43,חבר הכנסת
100,1,2314,יזהר,הררי,זכר,,,43,חבר הכנסת
101,1,2319,מאיר,וילנר,זכר,,,43,חבר הכנסת
102,1,2325,זרח,ורהפטיג,זכר,,,43,חבר הכנסת
103,1,2329,ערי,ז'בוטינסקי,זכר,,,43,חבר הכנסת
104,1,2347,אבא,חושי,זכר,,,43,חבר הכנסת
105,1,2348,יעקב,חזן,זכר,,,43,חבר הכנסת
106,1,2360,אברהם,טביב,זכר,,,43,חבר הכנסת
107,1,2361,יצחק,טבנקין,זכר,,,43,חבר הכנסת
108,1,2362,ז'ניה,טברסקי,נקבה,,,61,חברת הכנסת
109,1,2363,תופיק,טובי,זכר,,,43,חבר הכנסת
110,1,2373,צבי,יהודה,זכר,,,43,חבר הכנסת
111,1,2375,דב,יוסף,זכר,,,43,חבר הכנסת
112,1,2379,נתן,ילין-מור,זכר,,,43,חבר הכנסת
113,1,2381,מאיר,יערי,זכר,,,43,חבר הכנסת
114,1,2389,ישראל,ישעיהו-שרעבי,זכר,,,43,חבר הכנסת
115,1,2390,אידוב,כהן,זכר,,,43,חבר הכנסת
116,1,2396,מנחם,כהן,זכר,,,43,חבר הכנסת
117,1,2400,רחל,כהן-כגן,נקבה,,,61,חברת הכנסת
118,1,2401,חיים,כהן-מגורי,זכר,,,43,חבר הכנסת
119,1,2404,קלמן,כהנא,זכר,,,43,חבר הכנסת
120,1,2407,יונה,כסה,זכר,,,43,חבר הכנסת
121,1,2412,שמואל,כץ,זכר,,,43,חבר הכנסת
122,1,2416,פנחס,לבון,זכר,,,43,חבר הכנסת
123,1,2417,שלמה,לביא,זכר,,,43,חבר הכנסת
124,1,2422,מאיר-דוד,לוונשטיין,זכר,,,43,חבר הכנסת
125,1,2427,יצחק-מאיר,לוין,זכר,,,43,חבר הכנסת
126,1,2433,אליעזר,ליבנה,זכר,,,43,חבר הכנסת
127,1,2434,דוד,ליבשיץ,זכר,,,43,חבר הכנסת
128,1,2440,יוסף,לם,זכר,,,43,חבר הכנסת
129,1,2441,חנה,למדן,נקבה,,,61,חברת הכנסת
130,1,2442,חיים,לנדאו,זכר,,,43,חבר הכנסת
131,1,2443,אליהו,לנקין,זכר,,,43,חבר הכנסת
132,1,2486,נחום,ניר-רפאלקס,זכר,,,70,סגן יושב-ראש הכנסת
133,1,2661,חיים משה,שפירא,זכר,,,39,שר
134,1,2661,חיים משה,שפירא,זכר,,,39,שר
135,1,2460,יהודה לייב,מימון,זכר,,,39,שר
136,1,2448,גולדה,מאיר,נקבה,,,57,שרה
137,1,3256,יעקב מאיר,גרי,זכר,,,39,שר
138,1,2114,משה,שרת,זכר,,,39,שר
139,1,2661,חיים משה,שפירא,זכר,,,39,שר
140,1,2661,חיים משה,שפירא,זכר,,,39,שר
141,1,2631,זלמן,שזר,זכר,,,39,שר
142,1,2639,בכור-שלום,שיטרית,זכר,,,39,שר
143,1,2639,בכור-שלום,שיטרית,זכר,,,39,שר
144,1,2661,חיים משה,שפירא,זכר,,,39,שר
145,1,2661,חיים משה,שפירא,זכר,,,39,שר
146,1,2590,אליעזר,קפלן,זכר,,,39,שר
147,1,2590,אליעזר,קפלן,זכר,,,39,שר
148,1,2590,אליעזר,קפלן,זכר,,,39,שר
149,1,2600,פנחס,רוזן,זכר,,,39,שר
150,1,2600,פנחס,רוזן,זכר,,,39,שר
151,1,2613,דוד,רמז,זכר,,,39,שר
152,1,2613,דוד,רמז,זכר,,,39,שר
153,1,2448,גולדה,מאיר,נקבה,,,57,שרה
154,1,2460,יהודה לייב,מימון,זכר,,,39,שר
155,1,2460,יהודה לייב,מימון,זכר,,,39,שר
156,1,2460,יהודה לייב,מימון,זכר,,,39,שר
157,1,2416,פנחס,לבון,זכר,,,39,שר
158,1,2427,יצחק-מאיר,לוין,זכר,,,39,שר
159,1,2427,יצחק-מאיר,לוין,זכר,,,39,שר
160,1,2375,דב,יוסף,זכר,,,39,שר
161,1,2375,דב,יוסף,זכר,,,39,שר
162,1,2198,דוד,בן-גוריון,זכר,,,39,שר
163,1,2210,מרדכי,בנטוב,זכר,,,39,שר
164,1,2198,דוד,בן-גוריון,זכר,,,45,ראש הממשלה
165,1,2114,משה,שרת,זכר,,,39,שר
166,1,2255,זכריה,גלוסקא,זכר,,,42,חבר ועדה
167,1,2311,נטע,הרפז,זכר,,,42,חבר ועדה
168,1,2390,אידוב,כהן,זכר,,,42,חבר ועדה
169,1,2416,פנחס,לבון,זכר,,,42,חבר ועדה
170,1,2441,חנה,למדן,נקבה,,,66,חברת ועדה
171,1,2443,אליהו,לנקין,זכר,,,42,חבר ועדה
172,1,2516,יוסף,סרלין,זכר,,,42,חבר ועדה
173,1,2598,חנן,רובין,זכר,,,42,חבר ועדה
174,1,2651,יהודית,שמחונית,נקבה,,,66,חברת ועדה
175,1,2666,ראובן,שרי,זכר,,,42,חבר ועדה
176,1,2509,משה,סנה,זכר,,,42,חבר ועדה
177,1,2509,משה,סנה,זכר,,,42,חבר ועדה
178,1,2588,יצחק,קנב,זכר,,,42,חבר ועדה
179,1,2314,יזהר,הררי,זכר,,,42,חבר ועדה
180,1,2136,בבה,אידלסון,נקבה,,,66,חברת ועדה
181,1,2533,אילנית,פייגה,נקבה,,,66,חברת ועדה
182,1,2170,משה,ארם,זכר,,,42,חבר ועדה
183,1,2204,משה,בן-עמי,זכר,,,42,חבר ועדה
184,1,2218,דוד,בר-רב-האי,זכר,,,41,"יו""ר ועדה"
185,1,2171,זלמן,ארן,זכר,,,42,חבר ועדה
186,1,2225,יוסף,ברץ,זכר,,,42,חבר ועדה
187,1,2163,מאיר,ארגוב,זכר,,,42,חבר ועדה
188,1,2329,ערי,ז'בוטינסקי,זכר,,,42,חבר ועדה
189,1,2373,צבי,יהודה,זכר,,,42,חבר ועדה
190,1,2464,שמואל,מיקוניס,זכר,,,42,חבר ועדה
191,1,2516,יוסף,סרלין,זכר,,,42,חבר ועדה
192,1,2578,הלל,קוק,זכר,,,42,חבר ועדה
193,1,2657,אריה,שפטל,זכר,,,42,חבר ועדה
194,1,2412,שמואל,כץ,זכר,,,42,חבר ועדה
195,1,2651,יהודית,שמחונית,נקבה,,,66,חברת ועדה
196,1,2149,אליהו,אלישר,זכר,,,42,חבר ועדה
197,1,2161,יוסף,אפרתי,זכר,,,42,חבר ועדה
198,1,2181,יוחנן,בדר,זכר,,,42,חבר ועדה
199,1,2195,אריה,בן-אליעזר,זכר,,,42,חבר ועדה
200,1,2182,מנחם,בדר,זכר,,,42,חבר ועדה
201,1,2266,אברהם,גרנות,זכר,,,42,חבר ועדה
202,1,2279,שמואל,דיין,זכר,,,42,חבר ועדה
203,1,2313,אברהם,הרצפלד,זכר,,,42,חבר ועדה
204,1,2493,פרץ,נפתלי,זכר,,,42,חבר ועדה
205,1,2548,השל,פרומקין,זכר,,,42,חבר ועדה
206,1,2605,ישראל,רוקח,זכר,,,42,חבר ועדה
207,1,2616,ברל,רפטור,זכר,,,42,חבר ועדה
208,1,2182,מנחם,בדר,זכר,,,42,חבר ועדה
209,1,2184,אריה,בהיר,זכר,,,42,חבר ועדה
210,1,2223,פרץ,ברנשטיין,זכר,,,42,חבר ועדה
211,1,2249,שרגא,גורן,זכר,,,42,חבר ועדה
212,1,2319,מאיר,וילנר,זכר,,,42,חבר ועדה
213,1,2347,אבא,חושי,זכר,,,42,חבר ועדה
214,1,2373,צבי,יהודה,זכר,,,42,חבר ועדה
215,1,2417,שלמה,לביא,זכר,,,42,חבר ועדה
216,1,2442,חיים,לנדאו,זכר,,,42,חבר ועדה
217,1,2493,פרץ,נפתלי,זכר,,,42,חבר ועדה
218,1,2571,אהרן,ציזלינג,זכר,,,42,חבר ועדה
219,1,2618,אברהם,רקנטי,זכר,,,42,חבר ועדה
220,1,2171,זלמן,ארן,זכר,,,42,חבר ועדה
221,1,2136,בבה,אידלסון,נקבה,,,66,חברת ועדה
222,1,2194,יצחק,בן-אהרן,זכר,,,42,חבר ועדה
223,1,2197,חיים,בן-אשר,זכר,,,42,חבר ועדה
224,1,2270,יחיאל,דובדבני,זכר,,,42,חבר ועדה
225,1,2314,יזהר,הררי,זכר,,,42,חבר ועדה
226,1,2471,יעקב,מרידור,זכר,,,42,חבר ועדה
227,1,2512,יוסף,ספיר,זכר,,,42,חבר ועדה
228,1,2531,ישעיהו,פורדר,זכר,,,42,חבר ועדה
229,1,2416,פנחס,לבון,זכר,,,42,חבר ועדה
230,1,2433,אליעזר,ליבנה,זכר,,,42,חבר ועדה
231,1,2610,יעקב,ריפתין,זכר,,,42,חבר ועדה
232,1,2207,יצחק,בן-צבי,זכר,,,42,חבר ועדה
233,1,2248,ישראל,גורי,זכר,,,42,חבר ועדה
234,1,2270,יחיאל,דובדבני,זכר,,,42,חבר ועדה
235,1,2363,תופיק,טובי,זכר,,,42,חבר ועדה
236,1,2347,אבא,חושי,זכר,,,42,חבר ועדה
237,1,2390,אידוב,כהן,זכר,,,42,חבר ועדה
238,1,2472,שמואל,מרלין,זכר,,,42,חבר ועדה
239,1,2512,יוסף,ספיר,זכר,,,42,חבר ועדה
240,1,2551,אליעזר,פרי,זכר,,,42,חבר ועדה
241,1,2379,נתן,ילין-מור,זכר,,,42,חבר ועדה
242,1,2144,סיף-אלדין,אלזועבי,זכר,,,42,חבר ועדה
243,1,2533,אילנית,פייגה,נקבה,,,66,חברת ועדה
244,1,2151,אברהם,אלמליח,זכר,,,42,חבר ועדה
245,1,2159,עמי,אסף,זכר,,,42,חבר ועדה
246,1,2248,ישראל,גורי,זכר,,,42,חבר ועדה
247,1,2265,אורי-צבי,גרינברג,זכר,,,42,חבר ועדה
248,1,2280,בן-ציון,דינור,זכר,,,42,חבר ועדה
249,1,2297,אליהו,הכרמלי,זכר,,,42,חבר ועדה
250,1,2400,רחל,כהן-כגן,נקבה,,,66,חברת ועדה
251,1,2494,דבורה,נצר,נקבה,,,66,חברת ועדה
252,1,2557,שושנה,פרסיץ,נקבה,,,66,חברת ועדה
253,1,2571,אהרן,ציזלינג,זכר,,,42,חבר ועדה
254,1,2508,יזהר,סמילנסקי,זכר,,,42,חבר ועדה
255,1,2607,אסתר,רזיאל-נאור,נקבה,,,66,חברת ועדה
256,1,2159,עמי,אסף,זכר,,,42,חבר ועדה
257,1,2136,בבה,אידלסון,נקבה,,,66,חברת ועדה
258,1,2215,ישראל,בר-יהודה,זכר,,,42,חבר ועדה
259,1,2204,משה,בן-עמי,זכר,,,42,חבר ועדה
260,1,2197,חיים,בן-אשר,זכר,,,42,חבר ועדה
261,1,2217,דב,בר-ניר,זכר,,,42,חבר ועדה
262,1,2218,דוד,בר-רב-האי,זכר,,,42,חבר ועדה
263,1,2231,אמין,ג'רג'ורה,זכר,,,42,חבר ועדה
264,1,2231,אמין,ג'רג'ורה,זכר,,,42,חבר ועדה
265,1,2314,יזהר,הררי,זכר,,,42,חבר ועדה
266,1,2412,שמואל,כץ,זכר,,,42,חבר ועדה
267,1,2440,יוסף,לם,זכר,,,42,חבר ועדה
268,1,2464,שמואל,מיקוניס,זכר,,,42,חבר ועדה
269,1,2486,נחום,ניר-רפאלקס,זכר,,,42,חבר ועדה
270,1,2461,עדה,מימון,נקבה,,,66,חברת ועדה
271,1,2407,יונה,כסה,זכר,,,42,חבר ועדה
272,1,2584,יעקב,קליבנוב,זכר,,,42,חבר ועדה
273,1,2598,חנן,רובין,זכר,,,42,חבר ועדה
274,1,2671,אפרים,תבורי,זכר,,,42,חבר ועדה
275,1,2225,יוסף,ברץ,זכר,,,42,חבר ועדה
276,1,2252,יעקב,גיל,זכר,,,42,חבר ועדה
277,1,2289,חסיה,דרורי,נקבה,,,66,חברת ועדה
278,1,2311,נטע,הרפז,זכר,,,42,חבר ועדה
279,1,2360,אברהם,טביב,זכר,,,42,חבר ועדה
280,1,2441,חנה,למדן,נקבה,,,66,חברת ועדה
281,1,2401,חיים,כהן-מגורי,זכר,,,42,חבר ועדה
282,1,2494,דבורה,נצר,נקבה,,,66,חברת ועדה
283,1,2555,אליעזר,פרמינגר,זכר,,,42,חבר ועדה
284,1,2618,אברהם,רקנטי,זכר,,,42,חבר ועדה
285,1,2666,ראובן,שרי,זכר,,,42,חבר ועדה
286,1,2671,אפרים,תבורי,זכר,,,42,חבר ועדה
287,1,2151,אברהם,אלמליח,זכר,,,42,חבר ועדה
288,1,2210,מרדכי,בנטוב,זכר,,,42,חבר ועדה
289,1,2179,מנחם,בגין,זכר,,,42,חבר ועדה
290,1,2179,מנחם,בגין,זכר,,,42,חבר ועדה
291,1,2295,דוד,הכהן,זכר,,,42,חבר ועדה
292,1,2295,דוד,הכהן,זכר,,,42,חבר ועדה
293,1,2381,מאיר,יערי,זכר,,,42,חבר ועדה
294,1,2407,יונה,כסה,זכר,,,42,חבר ועדה
295,1,2588,יצחק,קנב,זכר,,,42,חבר ועדה
296,1,2486,נחום,ניר-רפאלקס,זכר,,,42,חבר ועדה
297,1,2218,דוד,בר-רב-האי,זכר,,,42,חבר ועדה
298,1,2462,בנימין,מינץ,זכר,,,41,"יו""ר ועדה"
299,1,2546,דוד-צבי,פנקס,זכר,,,41,"יו""ר ועדה"
300,1,2314,יזהר,הררי,זכר,,,41,"יו""ר ועדה"
301,1,2182,מנחם,בדר,זכר,,,41,"יו""ר ועדה"
302,1,2486,נחום,ניר-רפאלקס,זכר,,,41,"יו""ר ועדה"
303,1,2171,זלמן,ארן,זכר,,,41,"יו""ר ועדה"
304,1,2557,שושנה,פרסיץ,נקבה,,,41,"יו""ר ועדה"
305,1,2235,עקיבא,גוברין,זכר,,,42,חבר ועדה
306,1,2198,דוד,בן-גוריון,זכר,,,45,ראש הממשלה
307,1,2198,דוד,בן-גוריון,זכר,,,39,שר
308,1,2590,אליעזר,קפלן,זכר,,,39,שר
309,1,2661,חיים משה,שפירא,זכר,,,39,שר
310,1,2460,יהודה לייב,מימון,זכר,,,39,שר
311,1,2460,יהודה לייב,מימון,זכר,,,39,שר
312,1,2661,חיים משה,שפירא,זכר,,,39,שר
313,1,2114,משה,שרת,זכר,,,39,שר
314,1,2571,אהרן,ציזלינג,זכר,,,39,שר
315,1,2639,בכור-שלום,שיטרית,זכר,,,39,שר
316,1,2639,בכור-שלום,שיטרית,זכר,,,39,שר
317,1,5904,יצחק,גרינבוים,זכר,,,39,שר
318,1,2427,יצחק-מאיר,לוין,זכר,,,39,שר
319,1,2600,פנחס,רוזן,זכר,,,39,שר
320,1,2223,פרץ,ברנשטיין,זכר,,,39,שר
321,1,2613,דוד,רמז,זכר,,,39,שר
322,1,2375,דב,יוסף,זכר,,,39,שר
323,1,2198,דוד,בן-גוריון,זכר,,,39,שר
324,1,2198,דוד,בן-גוריון,זכר,,,45,ראש הממשלה
325,1,2161,יוסף,אפרתי,זכר,,,40,סגן שר
326,1,2666,ראובן,שרי,זכר,,,40,סגן שר
327,1,2131,משה,אונא,זכר,131,חזית דתית מאוחדת,54,חבר/ת סיעה
328,1,2144,סיף-אלדין,אלזועבי,זכר,111,רשימה דמוקרטית של נצרת,54,חבר/ת סיעה
329,1,2134,ברוך,אזניה,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
330,1,2136,בבה,אידלסון,נקבה,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
331,1,2533,אילנית,פייגה,נקבה,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
332,1,2149,אליהו,אלישר,זכר,119,ספרדים ועדות מזרח,54,חבר/ת סיעה
333,1,2151,אברהם,אלמליח,זכר,119,ספרדים ועדות מזרח,54,חבר/ת סיעה
334,1,2159,עמי,אסף,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
335,1,2161,יוסף,אפרתי,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
336,1,2163,מאיר,ארגוב,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
337,1,2170,משה,ארם,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
338,1,2171,זלמן,ארן,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
339,1,2179,מנחם,בגין,זכר,115,תנועת החרות,54,חבר/ת סיעה
340,1,2181,יוחנן,בדר,זכר,115,תנועת החרות,54,חבר/ת סיעה
341,1,2182,מנחם,בדר,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
342,1,2184,אריה,בהיר,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
343,1,2187,יוסף,בורג,זכר,131,חזית דתית מאוחדת,54,חבר/ת סיעה
344,1,2194,יצחק,בן-אהרן,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
345,1,2195,אריה,בן-אליעזר,זכר,115,תנועת החרות,54,חבר/ת סיעה
346,1,2197,חיים,בן-אשר,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
347,1,2198,דוד,בן-גוריון,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
348,1,2210,מרדכי,בנטוב,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
349,1,2204,משה,בן-עמי,זכר,119,ספרדים ועדות מזרח,54,חבר/ת סיעה
350,1,2207,יצחק,בן-צבי,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
351,1,2219,הרצל,ברגר,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
352,1,2215,ישראל,בר-יהודה,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
353,1,2217,דב,בר-ניר,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
354,1,2223,פרץ,ברנשטיין,זכר,117,ציונים כלליים,54,חבר/ת סיעה
355,1,2225,יוסף,ברץ,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
356,1,2218,דוד,בר-רב-האי,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
357,1,2228,רפאל,בש,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
358,1,2231,אמין,ג'רג'ורה,זכר,111,רשימה דמוקרטית של נצרת,54,חבר/ת סיעה
359,1,2235,עקיבא,גוברין,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
360,1,2240,אברהם,גולדרט,זכר,131,חזית דתית מאוחדת,54,חבר/ת סיעה
361,1,2248,ישראל,גורי,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
362,1,2249,שרגא,גורן,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
363,1,2252,יעקב,גיל,זכר,117,ציונים כלליים,54,חבר/ת סיעה
364,1,2255,זכריה,גלוסקא,זכר,139,התאחדות התימנים בישראל,54,חבר/ת סיעה
365,1,2257,ישראל,גלילי,זכר,105,מפלגת פועלים מאוחדת,54,חבר/ת סיעה
366,1,2259,אליהו-משה,גנחובסקי,זכר,131,חזית דתית מאוחדת,54,חבר/ת סיעה
367,1,2264,אהרן-יעקב,גרינברג,זכר,131,חזית דתית מאוחדת,54,חבר/ת סיעה
368,1,2265,אורי-צבי,גרינברג,זכר,115,תנועת החרות,54,חבר/ת סיעה
369,1,2266,אברהם,גרנות,זכר,123,מפלגה פרוגרסיבית,54,חבר/ת סיעה
370,1,2270,יחיאל,דובדבני,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
371,1,2279,שמואל,דיין,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
372,1,2280,בן-ציון,דינור,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
373,1,2289,חסיה,דרורי,נקבה,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
374,1,2295,דוד,הכהן,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
375,1,2297,אליהו,הכרמלי,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
376,1,2311,נטע,הרפז,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
377,1,2313,אברהם,הרצפלד,זכר,109,מפלגת פועלי ארץ-ישראל,54,חבר/ת סיעה
378,1,2314,יזהר,הררי,זכר,123,מפלגה פרוגרסיבית,54,חבר/ת סיעה
379,1,2319,מאיר,וילנר,זכר,129,מפלגה קומוניסטית ישראלית,54,חבר/ת סיעה
380,1,2325,זרח,ורהפטיג,זכר,131,חזית דתית מאוחדת,54,חבר/ת סיעה
381,1,2329,ערי,ז'בוטינסקי,זכר,115,תנועת החרות,54,חבר/ת סיעה
